Date,GLD,SLV,USD_INR,DXY,USO,SPX,CPI,Rate,EUR_USD,VIX,Month
2023-02-09,2242.44,29.34,80.97,93.54,58.6,4915.61,3.16,1.97,1.11,19.21,2
2023-02-10,2243.43,28.33,82.03,93.89,55.04,4980.84,3.2,2.09,1.1308,19.03,2
2023-02-13,2240.05,28.89,81.28,91.88,54.96,4967.08,3.1,1.96,1.1332,20.33,2
2023-02-14,2243.92,29.16,82.23,92.31,53.12,4982.93,3.15,1.95,1.1112,17.49,2
2023-02-15,2243.01,28.8,81.34,94.27,55.76,4948.19,3.05,2.01,1.1181,14.95,2
2023-02-16,2238.66,28.73,82.18,94.6,59.56,4939.89,3.16,1.94,1.1202,20.63,2
2023-02-17,2237.9,28.83,82.4,93.04,55.85,4929.35,3.15,1.97,1.1288,12.75,2
2023-02-20,2243.28,29.28,82.29,93.57,52.2,4974.57,3.2,2.03,1.1361,23.84,2
2023-02-21,2246.55,29.13,81.99,94.0,55.86,4934.71,3.13,1.96,1.1031,17.07,2
2023-02-22,2245.96,28.3,81.76,94.31,52.61,5023.46,3.19,1.88,1.1168,18.98,2
2023-02-23,2245.34,28.34,81.6,92.13,55.66,4930.87,3.15,1.98,1.1173,20.23,2
2023-02-24,2244.78,28.94,82.64,93.05,54.19,4980.41,3.16,1.92,1.106,20.36,2
2023-02-27,2251.87,29.46,81.56,93.48,46.37,5021.31,3.19,2.0,1.1151,12.36,2
2023-02-28,2253.5,28.2,81.41,94.31,49.92,4994.37,3.19,1.99,1.1243,21.3,2
2023-03-01,2255.27,29.12,82.27,95.74,53.51,4983.77,3.25,2.03,1.1172,19.21,3
2023-03-02,2258.93,29.16,81.55,93.56,51.61,4951.55,3.18,2.0,1.1046,15.46,3
2023-03-03,2260.03,29.94,81.48,92.61,48.96,4941.25,3.16,2.01,1.1487,15.0,3
2023-03-06,2259.51,29.22,81.25,94.06,49.44,5007.9,3.17,1.92,1.1227,16.66,3
2023-03-07,2259.17,29.52,81.74,94.79,46.61,5032.08,3.13,2.0,1.1211,12.81,3
2023-03-08,2259.2,29.43,81.95,93.82,49.96,4975.83,3.16,2.05,1.109,24.89,3
2023-03-09,2259.32,28.52,82.12,93.0,54.28,4956.93,3.35,1.92,1.1226,23.94,3
2023-03-10,2261.86,29.71,82.49,94.49,51.2,4919.45,3.12,2.04,1.1184,19.81,3
2023-03-13,2262.21,29.49,82.29,94.25,53.71,4965.88,3.17,1.93,1.1011,17.11,3
2023-03-14,2264.72,29.64,81.94,92.9,50.83,4993.99,3.16,1.91,1.1093,17.21,3
2023-03-15,2264.6,31.01,81.95,94.02,50.87,5047.47,3.18,1.97,1.1279,21.03,3
2023-03-16,2264.97,28.61,82.31,94.51,52.53,5021.79,3.17,1.99,1.1394,25.03,3
2023-03-17,2258.67,30.05,82.7,94.65,49.1,5012.85,3.22,2.0,1.1237,15.72,3
2023-03-20,2261.67,29.29,82.14,93.65,47.74,4993.8,3.06,1.9,1.131,13.53,3
2023-03-21,2262.83,29.53,81.85,93.42,49.96,4990.41,3.28,1.97,1.1184,24.19,3
2023-03-22,2266.05,29.44,81.6,94.68,50.59,5052.17,3.25,1.92,1.1191,10.85,3
2023-03-23,2256.79,29.17,81.39,92.73,46.51,5018.12,3.1,1.88,1.1309,13.97,3
2023-03-24,2263.46,29.2,82.46,94.04,45.83,4951.12,3.02,1.9,1.1366,17.01,3
2023-03-27,2262.98,29.55,82.42,92.59,47.36,4996.09,3.12,1.91,1.133,11.76,3
2023-03-28,2266.47,28.86,82.43,94.54,48.57,4992.65,3.18,1.97,1.1093,22.45,3
2023-03-29,2263.07,29.72,82.09,93.48,48.33,5004.11,3.41,2.01,1.1193,21.43,3
2023-03-30,2264.94,29.28,82.87,94.7,43.71,5039.49,3.25,1.87,1.1228,15.7,3
2023-03-31,2261.47,28.95,81.93,94.07,50.23,5021.48,3.06,1.96,1.1174,23.12,3
2023-04-03,2259.34,29.19,82.67,92.7,44.97,5024.49,3.15,1.89,1.1239,23.8,4
2023-04-04,2265.33,29.95,82.18,94.81,45.58,5068.3,3.2,1.98,1.1282,17.55,4
2023-04-05,2264.56,29.23,81.91,94.91,44.17,5010.11,3.23,1.91,1.13,16.2,4
2023-04-06,2265.08,29.59,82.52,94.37,51.25,5089.03,3.11,1.89,1.1369,27.04,4
2023-04-07,2267.67,29.19,82.44,93.05,46.22,5015.06,3.2,1.98,1.1167,20.88,4
2023-04-10,2269.05,29.8,82.42,93.42,43.93,5039.98,3.16,1.91,1.1064,19.03,4
2023-04-11,2269.32,29.78,82.29,93.77,47.26,5030.96,3.13,1.93,1.1236,23.45,4
2023-04-12,2270.25,30.25,82.25,93.09,46.98,5045.2,3.24,1.83,1.1388,19.21,4
2023-04-13,2277.7,29.54,83.47,95.01,44.98,5056.94,3.28,1.99,1.1152,15.98,4
2023-04-14,2277.26,29.87,82.88,93.76,46.96,5058.72,3.28,1.98,1.1269,18.32,4
2023-04-17,2277.63,29.65,82.66,91.48,43.56,5025.21,3.26,1.94,1.127,22.15,4
2023-04-18,2280.72,30.17,82.36,93.91,44.17,5016.21,3.18,1.86,1.1219,10.03,4
2023-04-19,2283.96,29.4,82.82,93.36,41.09,5127.1,3.28,2.0,1.1201,16.85,4
2023-04-20,2287.46,30.04,82.59,93.58,42.42,5039.58,3.25,1.91,1.1108,23.53,4
2023-04-21,2289.2,29.68,82.36,93.34,48.65,5077.18,3.23,1.92,1.0972,15.95,4
2023-04-24,2285.23,29.68,82.2,94.28,48.3,5010.07,3.17,2.05,1.1089,24.18,4
2023-04-25,2290.13,29.81,82.32,94.52,45.14,5052.01,3.18,1.9,1.1161,23.66,4
2023-04-26,2286.13,29.82,80.79,93.85,48.33,5058.68,3.23,1.97,1.131,17.74,4
2023-04-27,2286.76,29.68,82.49,93.35,44.68,5078.78,3.42,1.97,1.119,15.73,4
2023-04-28,2284.0,29.78,82.15,93.59,44.53,4985.03,3.25,1.96,1.1148,16.85,4
2023-05-01,2283.45,30.32,83.2,93.63,45.15,5073.78,3.18,1.95,1.1111,28.66,5
2023-05-02,2284.15,30.09,82.43,92.97,44.82,5036.41,3.16,1.95,1.1266,25.5,5
2023-05-03,2284.83,30.05,81.84,94.07,44.68,5082.73,3.19,1.95,1.1336,18.5,5
2023-05-04,2285.82,29.53,82.42,93.98,47.44,5044.01,3.41,1.93,1.1306,15.57,5
2023-05-05,2290.62,29.42,81.93,94.84,45.51,5051.54,3.2,2.01,1.1261,18.47,5
2023-05-08,2291.71,30.17,82.7,94.61,46.71,5071.09,3.31,1.87,1.1052,18.98,5
2023-05-09,2290.57,30.13,82.62,93.05,47.42,5049.83,3.2,1.98,1.1165,13.03,5
2023-05-10,2293.29,30.4,82.96,94.25,46.21,5069.23,3.26,1.97,1.1395,18.32,5
2023-05-11,2296.74,29.62,82.1,92.83,43.59,5049.8,3.3,1.97,1.1312,23.29,5
2023-05-12,2292.45,29.71,82.52,94.15,42.92,5032.7,3.19,1.99,1.1046,10.8,5
2023-05-15,2294.0,29.17,81.84,93.17,46.03,5120.34,3.19,1.93,1.1194,21.31,5
2023-05-16,2295.89,29.69,82.88,92.76,45.51,5053.02,3.37,1.84,1.1236,23.5,5
2023-05-17,2294.59,30.23,82.8,93.8,46.15,5088.64,3.32,1.93,1.1124,15.76,5
2023-05-18,2298.64,29.7,82.8,91.44,46.08,5118.69,3.3,1.88,1.0969,24.78,5
2023-05-19,2297.82,30.13,82.56,92.17,51.42,5079.75,3.3,1.89,1.121,15.24,5
2023-05-22,2297.89,29.8,82.78,93.43,43.74,5075.55,3.28,1.87,1.1121,19.76,5
2023-05-23,2297.0,29.99,83.39,93.63,42.58,5109.19,3.41,1.9,1.1122,16.77,5
2023-05-24,2296.73,29.4,82.45,93.27,47.39,5138.04,3.25,1.9,1.1165,16.77,5
2023-05-25,2292.9,29.84,82.68,92.3,46.15,5071.52,3.29,1.81,1.1187,15.53,5
2023-05-26,2287.99,28.55,82.07,92.9,47.72,5104.2,3.13,1.96,1.1199,20.79,5
2023-05-29,2292.79,29.73,82.19,93.87,48.44,5058.83,3.18,2.04,1.1112,21.4,5
2023-05-30,2289.79,29.12,82.69,94.02,50.04,5101.1,3.15,1.96,1.1178,17.74,5
2023-05-31,2286.34,30.2,83.2,93.54,44.67,5116.03,3.35,1.91,1.1024,12.56,5
2023-06-01,2279.18,29.94,82.53,94.47,46.78,5091.46,3.05,1.92,1.1231,19.61,6
2023-06-02,2276.88,29.79,82.55,93.86,48.97,5105.49,3.22,1.9,1.0914,19.69,6
2023-06-05,2272.4,30.15,82.48,92.94,49.88,5079.05,3.01,1.93,1.1171,17.13,6
2023-06-06,2277.42,29.23,82.43,93.31,52.96,5125.71,3.19,1.92,1.1292,25.47,6
2023-06-07,2280.44,30.34,82.85,92.41,50.73,5157.17,3.22,1.88,1.1094,11.74,6
2023-06-08,2278.03,29.99,81.97,93.45,48.96,5094.69,3.37,2.01,1.1272,9.13,6
2023-06-09,2285.05,29.61,83.37,94.42,47.55,5111.02,3.29,1.85,1.1316,15.08,6
2023-06-12,2288.01,30.2,82.41,94.07,48.46,5146.88,3.19,1.96,1.0869,20.84,6
2023-06-13,2286.82,29.29,83.11,94.64,48.67,5170.26,3.34,1.92,1.1185,13.78,6
2023-06-14,2278.67,29.29,82.13,93.28,51.45,5091.2,3.26,2.02,1.0912,14.08,6
2023-06-15,2285.88,29.47,83.11,94.59,50.93,5133.04,3.26,1.94,1.1188,21.8,6
2023-06-16,2281.32,29.45,83.12,93.36,48.06,5148.69,3.17,1.9,1.1199,19.85,6
2023-06-19,2275.97,29.16,82.99,94.69,50.13,5139.24,3.18,1.91,1.0952,19.51,6
2023-06-20,2279.17,30.12,82.31,93.49,53.06,5070.1,3.2,1.92,1.1392,21.13,6
2023-06-21,2286.92,29.63,82.94,94.07,52.32,5161.53,3.27,1.86,1.1229,16.3,6
2023-06-22,2291.32,29.93,82.23,94.68,53.07,5194.18,3.27,1.88,1.1115,16.48,6
2023-06-23,2293.11,29.58,82.71,93.34,53.02,5154.2,3.39,1.83,1.1347,21.24,6
2023-06-26,2295.02,29.11,83.36,93.67,55.83,5121.87,3.3,1.87,1.102,12.62,6
2023-06-27,2297.78,29.98,83.26,94.52,53.38,5139.51,3.05,1.92,1.1077,9.43,6
2023-06-28,2300.26,29.14,82.88,93.38,52.47,5210.1,3.29,1.93,1.097,16.27,6
2023-06-29,2301.23,29.89,82.39,92.43,51.75,5186.4,3.15,1.82,1.138,21.72,6
2023-06-30,2301.66,29.37,83.21,95.2,54.43,5180.4,3.19,1.91,1.1233,19.02,6
2023-07-03,2301.57,30.72,82.91,93.11,49.4,5173.99,3.21,1.94,1.1266,21.43,7
2023-07-04,2299.3,30.26,81.75,93.61,54.27,5145.57,3.22,1.9,1.123,9.93,7
2023-07-05,2298.57,29.92,83.32,94.4,54.59,5161.48,3.16,1.88,1.1257,19.26,7
2023-07-06,2293.33,30.32,82.92,92.99,52.64,5167.26,3.29,1.89,1.1208,20.62,7
2023-07-07,2293.23,29.47,83.55,92.66,53.88,5188.19,3.16,1.88,1.1227,12.6,7
2023-07-10,2290.3,29.99,82.41,93.67,57.73,5219.07,3.31,1.88,1.1211,21.45,7
2023-07-11,2287.03,29.81,81.38,92.03,56.95,5209.45,3.46,1.92,1.1139,17.55,7
2023-07-12,2287.89,29.85,83.12,93.23,57.07,5135.42,3.17,2.03,1.1195,30.29,7
2023-07-13,2292.66,30.31,83.14,93.65,57.86,5186.82,3.26,1.87,1.1227,9.29,7
2023-07-14,2295.94,30.14,82.16,93.24,57.82,5204.3,3.08,1.89,1.1211,23.48,7
2023-07-17,2291.27,29.9,82.52,92.22,60.51,5202.87,3.26,1.91,1.1052,16.42,7
2023-07-18,2288.5,29.09,84.4,94.72,58.67,5167.52,3.34,1.87,1.1066,11.53,7
2023-07-19,2291.92,29.41,82.88,93.53,55.9,5275.92,3.34,1.96,1.1308,15.89,7
2023-07-20,2289.22,29.71,83.41,94.59,62.48,5152.29,3.29,1.79,1.1169,19.11,7
2023-07-21,2288.97,29.79,82.73,93.23,60.36,5160.2,3.36,1.88,1.1258,22.15,7
2023-07-24,2291.23,29.33,82.02,92.73,58.85,5201.81,3.49,1.95,1.1091,24.89,7
2023-07-25,2288.65,30.72,82.99,93.65,57.93,5260.4,3.43,1.89,1.1053,23.69,7
2023-07-26,2289.54,30.37,82.96,93.26,61.63,5173.91,3.25,1.86,1.1116,14.14,7
2023-07-27,2285.85,29.96,82.9,92.48,61.02,5193.13,3.17,1.93,1.1178,22.52,7
2023-07-28,2284.53,29.73,83.05,94.6,64.81,5235.52,3.26,1.95,1.1133,19.57,7
2023-07-31,2286.19,29.64,83.26,92.92,61.39,5204.76,3.22,1.91,1.1329,15.38,7
2023-08-01,2281.76,29.28,83.06,91.95,60.82,5197.36,3.33,1.86,1.1218,17.15,8
2023-08-02,2283.86,29.72,82.51,94.48,64.7,5226.47,3.2,1.93,1.1385,15.16,8
2023-08-03,2284.51,29.8,83.4,93.01,65.18,5219.78,3.29,1.88,1.124,18.15,8
2023-08-04,2287.03,29.23,82.19,92.92,64.08,5244.61,3.36,1.94,1.0959,15.08,8
2023-08-07,2288.52,29.88,82.15,91.99,65.52,5254.54,3.29,1.98,1.1306,13.89,8
2023-08-08,2293.68,29.76,83.56,94.8,64.51,5227.11,3.22,1.77,1.1049,19.92,8
2023-08-09,2294.91,29.07,83.45,92.37,65.47,5228.75,3.39,1.91,1.1223,20.51,8
2023-08-10,2294.4,29.48,83.18,93.44,67.75,5228.52,3.15,1.81,1.1123,17.25,8
2023-08-11,2295.67,29.68,82.52,94.12,67.09,5238.87,3.28,2.02,1.1414,23.47,8
2023-08-14,2298.33,30.63,82.88,93.73,65.92,5227.96,3.3,1.88,1.1344,16.96,8
2023-08-15,2299.42,30.12,83.11,93.34,69.38,5228.38,3.31,1.94,1.1126,16.79,8
2023-08-16,2300.52,29.37,82.46,92.02,62.36,5266.4,3.32,1.9,1.1187,20.64,8
2023-08-17,2299.27,30.08,82.9,92.73,71.61,5278.08,3.35,1.86,1.1224,17.47,8
2023-08-18,2298.17,29.26,83.6,93.53,64.51,5189.47,3.3,1.85,1.1286,18.34,8
2023-08-21,2294.74,30.26,84.0,92.75,67.08,5237.1,3.28,1.98,1.1203,7.92,8
2023-08-22,2301.41,29.73,83.09,93.54,68.67,5218.24,3.28,1.94,1.1098,18.07,8
2023-08-23,2298.54,29.84,83.69,93.92,68.87,5231.67,3.26,1.99,1.1128,10.69,8
2023-08-24,2297.45,30.4,82.36,94.14,71.58,5255.18,3.37,1.9,1.12,13.12,8
2023-08-25,2296.31,29.34,83.66,92.38,67.86,5265.28,3.26,1.91,1.1323,12.66,8
2023-08-28,2300.35,29.35,82.94,95.12,70.9,5243.94,3.38,1.88,1.1243,13.83,8
2023-08-29,2300.62,29.67,83.51,93.97,69.62,5192.0,3.32,1.88,1.1123,15.8,8
2023-08-30,2305.85,30.39,83.24,93.35,71.77,5222.55,3.27,1.84,1.1265,16.05,8
2023-08-31,2304.95,29.36,84.04,94.22,71.45,5280.49,3.37,1.9,1.1161,20.66,8
2023-09-01,2307.13,28.86,82.95,95.24,72.16,5173.49,3.26,1.85,1.1289,18.89,9
2023-09-04,2305.76,29.79,83.71,92.2,71.26,5293.42,3.37,1.91,1.1453,10.4,9
2023-09-05,2313.96,30.3,83.27,93.16,71.73,5275.54,3.34,1.9,1.1164,18.33,9
2023-09-06,2311.52,30.53,83.34,91.44,73.71,5301.49,3.27,1.9,1.128,19.27,9
2023-09-07,2313.89,29.9,83.34,93.49,75.4,5258.14,3.36,1.97,1.1125,16.69,9
2023-09-08,2317.32,29.96,83.02,93.63,72.7,5204.36,3.37,1.89,1.1189,17.76,9
2023-09-11,2320.07,30.62,83.45,93.3,72.53,5281.21,3.42,1.93,1.1203,18.76,9
2023-09-12,2320.93,29.42,83.43,92.8,75.86,5308.64,3.4,1.99,1.1181,21.06,9
2023-09-13,2321.98,30.03,83.6,91.69,74.93,5300.24,3.36,1.95,1.1446,11.7,9
2023-09-14,2323.61,30.28,83.53,93.62,77.02,5254.72,3.24,1.94,1.1169,17.02,9
2023-09-15,2324.66,30.4,83.9,94.48,73.9,5279.3,3.52,1.87,1.1259,24.03,9
2023-09-18,2329.27,30.08,83.97,92.84,72.51,5262.81,3.22,1.9,1.1007,23.67,9
2023-09-19,2337.9,30.41,82.99,93.67,75.35,5256.32,3.4,1.82,1.1243,21.4,9
2023-09-20,2337.69,29.39,83.96,92.06,75.22,5311.66,3.36,1.91,1.1314,20.15,9
2023-09-21,2334.9,30.09,82.95,93.67,76.93,5249.17,3.24,1.9,1.1147,24.62,9
2023-09-22,2336.23,30.55,83.85,92.99,76.15,5260.39,3.32,1.89,1.0949,25.67,9
2023-09-25,2346.11,30.11,83.87,92.69,79.23,5256.18,3.33,1.93,1.1196,17.48,9
2023-09-26,2345.18,30.51,82.62,92.69,77.49,5246.69,3.44,1.82,1.1202,14.12,9
2023-09-27,2352.09,30.76,83.63,92.98,78.68,5297.89,3.28,1.96,1.1272,16.92,9
2023-09-28,2359.14,30.53,83.36,93.6,79.01,5330.45,3.32,1.93,1.1401,30.39,9
2023-09-29,2359.06,30.74,83.23,92.24,79.38,5292.15,3.15,1.88,1.1162,11.72,9
2023-10-02,2362.59,30.33,84.29,92.97,79.24,5254.63,3.48,1.87,1.1114,16.12,10
2023-10-03,2369.53,30.72,83.3,93.25,80.6,5327.1,3.25,1.9,1.1083,12.35,10
2023-10-04,2370.05,31.05,83.24,92.4,78.27,5354.57,3.37,1.96,1.122,18.5,10
2023-10-05,2371.15,30.89,83.69,94.71,82.94,5286.71,3.33,1.88,1.1248,13.19,10
2023-10-06,2371.06,30.59,84.0,92.59,79.94,5293.84,3.33,1.89,1.1145,17.56,10
2023-10-09,2369.59,30.89,83.6,92.74,78.05,5325.77,3.41,1.88,1.1278,10.2,10
2023-10-10,2369.3,31.09,84.27,92.49,81.31,5361.06,3.48,1.97,1.1247,20.47,10
2023-10-11,2367.18,29.95,83.96,94.7,79.48,5298.9,3.37,1.86,1.1204,22.89,10
2023-10-12,2369.1,31.26,82.62,93.7,82.75,5276.63,3.4,1.88,1.111,16.46,10
2023-10-13,2368.45,30.66,83.45,92.51,86.08,5337.64,3.37,1.95,1.1152,17.46,10
2023-10-16,2371.03,30.99,83.45,94.14,80.31,5344.77,3.43,1.88,1.0957,17.35,10
2023-10-17,2367.89,31.26,83.98,93.41,82.77,5323.08,3.31,1.93,1.1224,18.72,10
2023-10-18,2370.79,30.27,82.44,93.46,78.81,5308.26,3.44,1.83,1.1203,17.85,10
2023-10-19,2375.31,30.6,85.04,92.97,83.43,5356.93,3.44,1.86,1.1219,21.07,10
2023-10-20,2370.78,30.7,84.04,92.64,80.95,5345.04,3.44,1.95,1.125,22.93,10
2023-10-23,2373.84,30.55,83.86,93.51,81.66,5308.25,3.3,1.84,1.1239,14.74,10
2023-10-24,2379.64,31.63,84.38,92.8,80.89,5334.87,3.34,1.87,1.1189,16.76,10
2023-10-25,2377.64,30.57,84.98,94.69,84.74,5294.95,3.37,1.89,1.1205,21.61,10
2023-10-26,2384.87,30.78,84.25,92.22,85.45,5358.18,3.25,1.82,1.106,12.31,10
2023-10-27,2388.09,31.13,84.3,94.46,83.64,5331.83,3.48,1.85,1.1142,10.12,10
2023-10-30,2387.71,30.56,83.9,93.14,82.02,5328.73,3.36,1.88,1.1205,18.91,10
2023-10-31,2389.41,30.9,83.78,93.46,87.07,5342.91,3.38,1.87,1.1126,19.99,10
2023-11-01,2393.08,31.24,83.62,93.89,82.52,5347.21,3.31,1.93,1.1286,15.11,11
2023-11-02,2395.21,31.0,83.46,92.71,79.82,5374.95,3.25,1.95,1.1134,15.69,11
2023-11-03,2398.81,31.15,83.54,93.91,85.18,5367.93,3.31,1.83,1.1222,14.96,11
2023-11-06,2397.75,30.96,83.22,91.04,82.16,5347.61,3.38,1.87,1.1212,14.53,11
2023-11-07,2400.17,30.6,83.87,92.63,86.45,5377.31,3.42,1.9,1.1275,20.77,11
2023-11-08,2397.52,31.3,83.07,92.47,83.8,5368.52,3.38,1.94,1.129,13.28,11
2023-11-09,2399.03,31.89,84.02,92.2,85.85,5345.8,3.39,1.9,1.1269,16.94,11
2023-11-10,2398.01,31.18,83.92,93.03,87.52,5356.96,3.34,1.88,1.0989,14.38,11
2023-11-13,2397.52,31.26,84.02,93.5,82.37,5358.35,3.41,1.9,1.1319,12.18,11
2023-11-14,2403.33,31.52,83.7,93.76,83.71,5380.06,3.49,1.9,1.1353,21.48,11
2023-11-15,2408.67,30.8,85.51,93.38,84.74,5355.99,3.43,1.82,1.1152,15.92,11
2023-11-16,2412.46,32.04,84.66,92.65,88.0,5357.39,3.44,1.87,1.1224,18.75,11
2023-11-17,2410.8,31.42,83.37,93.48,83.64,5430.26,3.4,1.94,1.1111,11.97,11
2023-11-20,2411.62,32.0,84.12,93.28,83.79,5401.49,3.25,1.85,1.1005,15.03,11
2023-11-21,2417.32,31.13,83.71,93.93,85.95,5352.58,3.29,1.87,1.1126,21.02,11
2023-11-22,2419.58,32.18,83.52,93.8,83.85,5394.63,3.41,1.85,1.1146,28.35,11
2023-11-23,2428.8,31.88,83.37,93.2,85.3,5383.15,3.38,1.75,1.1165,10.1,11
2023-11-24,2431.85,31.84,84.26,92.45,81.88,5393.45,3.41,1.86,1.1104,17.2,11
2023-11-27,2434.24,31.74,83.72,92.64,89.39,5387.92,3.51,1.88,1.1127,19.65,11
2023-11-28,2435.02,31.56,84.55,92.72,82.23,5421.59,3.44,1.83,1.1199,15.54,11
2023-11-29,2437.2,32.16,84.58,92.91,84.25,5398.37,3.48,1.8,1.1123,21.4,11
2023-11-30,2438.45,31.76,84.78,93.37,84.78,5388.24,3.39,1.82,1.1254,14.53,11
2023-12-01,2442.44,30.96,83.68,93.73,88.61,5423.47,3.32,1.9,1.1268,18.62,12
2023-12-04,2447.21,31.37,84.35,93.11,82.07,5401.3,3.38,1.96,1.1438,15.91,12
2023-12-05,2446.39,31.73,84.44,93.16,88.61,5400.04,3.32,1.93,1.1313,22.88,12
2023-12-06,2443.81,31.89,83.9,93.26,86.08,5407.92,3.51,1.79,1.1224,15.29,12
2023-12-07,2439.6,31.69,83.76,92.73,85.31,5397.79,3.45,1.9,1.1138,16.59,12
2023-12-08,2442.87,32.24,84.96,92.4,82.4,5402.98,3.43,1.82,1.1229,21.78,12
2023-12-11,2440.96,30.95,84.28,91.73,85.41,5387.2,3.49,1.83,1.1233,13.89,12
2023-12-12,2435.69,31.72,84.5,92.58,82.7,5384.36,3.23,1.83,1.1149,18.28,12
2023-12-13,2438.52,30.97,83.78,93.51,86.55,5379.04,3.44,1.89,1.1278,10.71,12
2023-12-14,2448.07,32.13,83.59,92.56,81.95,5369.34,3.29,1.9,1.106,13.65,12
2023-12-15,2449.61,31.81,83.93,92.93,83.52,5386.81,3.39,1.85,1.1176,19.53,12
2023-12-18,2453.82,32.07,84.16,93.49,82.48,5410.07,3.37,1.85,1.1256,14.04,12
2023-12-19,2455.6,31.58,83.7,93.53,81.46,5420.49,3.45,1.88,1.1171,15.82,12
2023-12-20,2456.77,32.45,84.24,92.25,84.75,5411.36,3.41,1.88,1.1179,19.97,12
2023-12-21,2461.18,32.41,83.41,93.91,84.17,5350.93,3.5,1.91,1.1186,15.68,12
2023-12-22,2461.7,32.24,83.71,94.01,85.33,5470.94,3.35,1.79,1.1116,21.29,12
2023-12-25,2463.99,31.98,84.61,92.2,79.16,5458.39,3.45,1.85,1.1317,18.86,12
2023-12-26,2466.42,32.3,84.59,92.44,84.65,5441.27,3.41,1.8,1.1098,19.74,12
2023-12-27,2465.66,31.77,84.1,94.05,87.33,5487.22,3.27,1.85,1.1232,22.96,12
2023-12-28,2470.19,32.45,83.8,92.98,81.2,5402.78,3.33,1.84,1.1241,19.28,12
2023-12-29,2470.97,32.78,83.81,91.32,85.68,5490.83,3.39,1.85,1.1105,24.16,12
2024-01-01,2469.86,32.54,84.15,91.97,81.13,5407.34,3.49,1.81,1.1207,21.65,1
2024-01-02,2472.86,31.86,84.67,92.89,78.68,5445.56,3.44,1.77,1.1109,15.91,1
2024-01-03,2471.24,32.27,84.82,92.15,80.57,5402.28,3.31,1.74,1.1339,23.17,1
2024-01-04,2472.57,31.63,84.12,92.75,83.03,5443.04,3.39,1.84,1.1086,19.06,1
2024-01-05,2473.75,32.39,83.8,93.1,79.0,5456.28,3.57,1.82,1.1135,16.42,1
2024-01-08,2478.4,32.4,84.52,94.25,79.21,5442.16,3.42,1.81,1.1078,19.11,1
2024-01-09,2481.08,31.51,83.99,92.84,81.33,5470.32,3.38,1.91,1.1064,22.45,1
2024-01-10,2482.13,31.8,84.15,93.93,79.87,5453.97,3.45,1.8,1.1359,19.82,1
2024-01-11,2485.85,32.2,85.08,94.21,80.75,5437.43,3.47,1.92,1.1254,25.29,1
2024-01-12,2491.38,32.27,84.85,94.21,79.77,5438.2,3.38,1.93,1.1214,22.35,1
2024-01-15,2494.21,31.94,84.52,93.29,79.95,5481.63,3.45,1.75,1.1134,20.09,1
2024-01-16,2495.27,32.59,83.82,91.49,77.83,5439.79,3.39,1.85,1.1291,13.9,1
2024-01-17,2492.07,32.5,84.57,93.42,78.85,5488.96,3.47,1.82,1.1118,17.28,1
2024-01-18,2489.63,32.29,85.01,93.89,76.21,5500.28,3.43,1.7,1.1279,18.29,1
2024-01-19,2489.59,32.06,84.3,92.98,80.33,5415.64,3.46,1.77,1.1113,20.79,1
2024-01-22,2488.55,32.77,85.17,94.44,76.15,5501.79,3.36,1.88,1.1136,20.55,1
2024-01-23,2488.84,33.02,85.16,93.73,79.35,5531.71,3.35,1.94,1.1276,18.68,1
2024-01-24,2489.88,32.18,85.35,93.49,76.29,5479.56,3.5,1.89,1.1286,18.48,1
2024-01-25,2492.4,32.16,84.68,93.91,76.82,5492.07,3.41,1.86,1.126,20.88,1
2024-01-26,2492.98,32.61,84.84,93.3,75.08,5507.31,3.44,1.84,1.1095,14.57,1
2024-01-29,2495.31,32.3,85.26,91.04,73.68,5470.04,3.4,1.92,1.1155,24.78,1
2024-01-30,2496.26,32.4,84.79,92.63,71.87,5485.87,3.5,1.95,1.1216,9.81,1
2024-01-31,2490.66,32.67,84.32,93.98,72.89,5443.07,3.38,1.81,1.1115,23.82,1
2024-02-01,2488.35,31.58,84.36,92.38,73.99,5488.76,3.42,1.74,1.1337,17.82,2
2024-02-02,2488.55,32.88,84.72,92.84,74.69,5501.64,3.49,1.73,1.096,22.01,2
2024-02-05,2485.31,32.34,83.96,92.18,75.91,5504.28,3.52,1.9,1.1122,19.46,2
2024-02-06,2487.84,32.18,84.55,94.44,72.62,5522.86,3.39,1.83,1.1149,19.38,2
2024-02-07,2493.31,32.38,85.18,94.36,71.37,5469.76,3.59,1.84,1.0916,20.22,2
2024-02-08,2497.76,32.46,83.55,92.3,69.86,5479.12,3.46,1.74,1.106,21.24,2
2024-02-09,2497.61,31.78,85.42,93.12,73.32,5554.07,3.35,1.8,1.1263,16.68,2
2024-02-12,2502.87,33.14,85.22,92.46,74.74,5494.79,3.46,1.82,1.1203,22.14,2
2024-02-13,2503.82,32.57,84.44,93.49,74.11,5507.4,3.4,1.84,1.1357,13.66,2
2024-02-14,2503.18,32.72,84.96,93.4,72.6,5501.49,3.47,1.81,1.1355,17.98,2
2024-02-15,2501.64,32.9,84.7,93.64,72.06,5480.95,3.43,1.78,1.1243,21.34,2
2024-02-16,2501.06,32.11,85.32,93.25,73.77,5556.41,3.44,1.79,1.1231,21.98,2
2024-02-19,2500.18,32.69,85.21,95.33,70.64,5493.97,3.37,1.89,1.1207,19.84,2
